,hc,lc,RSI,bcu,ch,cl,smac,std,c_20_days_ago,c_19_days_ago,c_18_days_ago,c_17_days_ago,c_16_days_ago,c_15_days_ago,c_14_days_ago,c_13_days_ago,c_12_days_ago,c_11_days_ago,c_10_days_ago,c_9_days_ago,c_8_days_ago,c_7_days_ago,c_6_days_ago,c_5_days_ago,c_4_days_ago,c_3_days_ago,c_2_days_ago,c_1_days_ago,v_20_days_ago,v_19_days_ago,v_18_days_ago,v_17_days_ago,v_16_days_ago,v_15_days_ago,v_14_days_ago,v_13_days_ago,v_12_days_ago,v_11_days_ago,v_10_days_ago,v_9_days_ago,v_8_days_ago,v_7_days_ago,v_6_days_ago,v_5_days_ago,v_4_days_ago,v_3_days_ago,v_2_days_ago,v_1_days_ago
0,1.03125,0.8625,0.7464206907373125,1.0332103825769765,1.0,1.0,0.9362499999999999,0.7756830606158136,-1.1344839724891869,-1.5212398722014089,-0.8766467060143701,-1.1344839724891869,-1.1344839724891869,-1.0055653392517796,-1.0055653392517796,-0.6188094395395555,-0.6188094395395555,0.025783726647483293,0.4125396263597075,0.4125396263597075,0.7992955260719293,1.1860514257841535,1.1860514257841535,0.5414582595971148,0.9282141593093366,0.9282141593093366,1.3149700590215607,1.3149700590215607,1064.0,9437.0,1262.0,500.0,0.0,2000.0,0.0,2900.0,45.0,2205.0,2521.0,1611.0,1200.0,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0
1,1.0509554140127388,0.8789808917197454,0.7536590322925926,1.0563750596015709,1.0,1.0194805194805194,0.9592356687898089,0.7625442178723318,-1.6523631947740403,-0.9966635143081503,-1.2589433864945077,-1.2589433864945077,-1.1278034504013301,-1.1278034504013301,-0.7343836421217951,-0.7343836421217951,-0.07868396165590512,0.3147358466236298,0.3147358466236298,0.7081556549031625,1.1015754631826973,1.1015754631826973,0.44587578271680733,0.83929559099634,0.83929559099634,1.2327153992758748,1.2327153992758748,0.83929559099634,9437.0,1262.0,500.0,0.0,2000.0,0.0,2900.0,45.0,2205.0,2521.0,1611.0,1200.0,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0
2,1.0509554140127388,0.8789808917197454,0.7138688742755062,1.056257887627854,1.0,1.0,0.9652866242038215,0.714124417878654,-1.1972703615706373,-1.4773336040433034,-1.4773336040433034,-1.3373019828069714,-1.3373019828069714,-0.9172071190979735,-0.9172071190979735,-0.21704901291631176,0.20304585079268628,0.20304585079268628,0.6231407145016818,1.04323557821068,1.04323557821068,0.3430774720290181,0.7631723357380137,0.7631723357380137,1.1832671994470116,1.1832671994470116,0.7631723357380137,0.7631723357380137,1262.0,500.0,0.0,2000.0,0.0,2900.0,45.0,2205.0,2521.0,1611.0,1200.0,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0
3,1.0509554140127388,0.8980891719745223,0.7613389715975338,1.0581838529563732,1.0,1.0,0.9697452229299363,0.6942432457075304,-1.6204694924377216,-1.6204694924377216,-1.4764277597765911,-1.4764277597765911,-1.044302561793197,-1.044302561793197,-0.3240938984875418,0.10803129949585237,0.10803129949585237,0.540156497479244,0.9722816954626381,0.9722816954626381,0.2520730321569829,0.6841982301403745,0.6841982301403745,1.1163234281237686,1.1163234281237686,0.6841982301403745,0.6841982301403745,0.6841982301403745,500.0,0.0,2000.0,0.0,2900.0,45.0,2205.0,2521.0,1611.0,1200.0,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0,0.0
4,1.0784313725490196,0.9215686274509803,0.679079033527527,1.0829110793517818,1.0,1.0,0.9990196078431373,0.6417697570411305,-1.846456594438829,-1.6906374725452575,-1.6906374725452575,-1.2231801068645405,-1.2231801068645405,-0.44408449739668043,0.023372868284036685,0.023372868284036685,0.490830233964751,0.9582875996454682,0.9582875996454682,0.17919199017760815,0.6466493558583225,0.6466493558583225,1.1141067215390397,1.1141067215390397,0.6466493558583225,0.6466493558583225,0.6466493558583225,0.023372868284036685,0.0,2000.0,0.0,2900.0,45.0,2205.0,2521.0,1611.0,1200.0,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0,0.0,81.0
5,1.0784313725490196,0.9281045751633986,0.6691274639040989,1.0785080628505723,1.0,1.0,1.0029411764705882,0.5780866808068802,-1.980671823128384,-1.980671823128384,-1.461718507024876,-1.461718507024876,-0.596796313519031,-0.07784299741552284,-0.07784299741552284,0.44111031868798223,0.9600636347914904,0.9600636347914904,0.09514144128564551,0.6140947573891505,0.6140947573891505,1.1330480734926587,1.1330480734926587,0.6140947573891505,0.6140947573891505,0.6140947573891505,-0.07784299741552284,-0.07784299741552284,2000.0,0.0,2900.0,45.0,2205.0,2521.0,1611.0,1200.0,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0,0.0,81.0,0.0
6,1.0509554140127388,0.9044585987261147,0.7030693657660863,1.0478534802518216,0.98125,1.0,0.9821656050955415,0.5156498199767989,-2.3659467195293407,-1.7841565425958958,-1.7841565425958958,-0.8145062477068238,-0.23271607077337922,-0.23271607077337922,0.34907410616006196,0.9308642830935066,0.9308642830935066,-0.0387860117955655,0.5430041651378756,0.5430041651378756,1.1247943420713202,1.1247943420713202,0.5430041651378756,0.5430041651378756,0.5430041651378756,-0.23271607077337922,-0.23271607077337922,0.5430041651378756,0.0,2900.0,45.0,2205.0,2521.0,1611.0,1200.0,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0,0.0,81.0,0.0,39.0
7,1.0509554140127388,0.9108280254777071,0.676229719717922,1.0418474526561645,1.0,1.0,0.9869426751592356,0.4310025033508932,-2.3085712780418293,-2.3085712780418293,-1.1484852086740749,-0.4524335670534207,-0.4524335670534207,0.2436180745672294,0.9396697161878835,0.9396697161878835,-0.22041635317987066,0.4756352884407794,0.4756352884407794,1.1716869300614337,1.1716869300614337,0.4756352884407794,0.4756352884407794,0.4756352884407794,-0.4524335670534207,-0.4524335670534207,0.4756352884407794,0.4756352884407794,2900.0,45.0,2205.0,2521.0,1611.0,1200.0,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0
8,1.0714285714285714,0.9285714285714286,0.6251232239129546,1.0562750704534671,1.0,1.0,1.0090909090909088,0.3633180424916988,-2.862505789328532,-1.4863010829205805,-0.6605782590758076,-0.6605782590758076,0.16514456476896044,0.9908673886137334,0.9908673886137334,-0.3853373177942182,0.44038550605054977,0.44038550605054977,1.2661083298953226,1.2661083298953226,0.44038550605054977,0.44038550605054977,0.44038550605054977,-0.6605782590758076,-0.6605782590758076,0.44038550605054977,0.44038550605054977,-0.3853373177942182,45.0,2205.0,2521.0,1611.0,1200.0,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0,1650.0
9,1.0714285714285714,0.961038961038961,0.565922104163327,1.0473351995442395,1.0,1.0,1.0120129870129868,0.27198103649064614,-2.150885251222713,-1.047867173672596,-1.047867173672596,0.05515090387751434,1.1581689814276313,1.1581689814276313,-0.6801944811558925,0.4228235963942178,0.4228235963942178,1.5258416739443348,1.5258416739443348,0.4228235963942178,0.4228235963942178,0.4228235963942178,-1.047867173672596,-1.047867173672596,0.4228235963942178,0.4228235963942178,-0.6801944811558925,-0.6801944811558925,2205.0,2521.0,1611.0,1200.0,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0,1650.0,0.0
10,1.1,0.9333333333333333,0.4616958877776749,1.0752641381987524,0.9933774834437087,1.0714285714285714,1.039,0.27198103649064614,-1.047867173672596,-1.047867173672596,0.05515090387751434,1.1581689814276313,1.1581689814276313,-0.6801944811558925,0.4228235963942178,0.4228235963942178,1.5258416739443348,1.5258416739443348,0.4228235963942178,0.4228235963942178,0.4228235963942178,-1.047867173672596,-1.047867173672596,0.4228235963942178,0.4228235963942178,-0.6801944811558925,-0.6801944811558925,-2.150885251222713,2521.0,1611.0,1200.0,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0,1650.0,0.0,10208.0
11,1.1,0.9333333333333333,0.4616958877776749,1.0774346005342799,1.0,1.0416666666666667,1.0379999999999998,0.29575950400710066,-0.9129038842096366,0.10143376491218653,1.1157714140340158,1.1157714140340158,-0.5747913345023623,0.4395463146194609,0.4395463146194609,1.4538839637412901,1.4538839637412901,0.4395463146194609,0.4395463146194609,0.4395463146194609,-0.9129038842096366,-0.9129038842096366,0.4395463146194609,0.4395463146194609,-0.5747913345023623,-0.5747913345023623,-1.9272415333314659,-1.9272415333314659,1611.0,1200.0,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0,1650.0,0.0,10208.0,3158.0
12,1.064516129032258,0.9032258064516129,0.4927330103530258,1.0425114986676591,0.96875,1.0333333333333334,1.0051612903225806,0.28946411467435895,0.06909319320117083,1.1054910912186657,1.1054910912186657,-0.6218387388104883,0.4145591592070004,0.4145591592070004,1.4509570572244952,1.4509570572244952,0.4145591592070004,0.4145591592070004,0.4145591592070004,-0.9673047048163179,-0.9673047048163179,0.4145591592070004,0.4145591592070004,-0.6218387388104883,-0.6218387388104883,-2.0037026028338127,-2.0037026028338127,-0.2763727728046588,1200.0,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0,1650.0,0.0,10208.0,3158.0,38.0
13,1.0855263157894737,0.9210526315789475,0.4117349429368576,1.0633651071013184,1.0,1.0201342281879193,1.0236842105263158,0.3015748139700206,1.1274151031518198,1.1274151031518198,-0.5305482838361425,0.4642297483566313,0.4642297483566313,1.459007780549411,1.459007780549411,0.4642297483566313,0.4642297483566313,0.4642297483566313,-0.8621409612337337,-0.8621409612337337,0.4642297483566313,0.4642297483566313,-0.5305482838361425,-0.5305482838361425,-1.8569189934265133,-1.8569189934265133,-0.19895560643855123,-1.1937336386313309,500.0,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0,1650.0,0.0,10208.0,3158.0,38.0,1157.0
14,1.0855263157894737,0.9210526315789475,0.4117349429368576,1.0609417335445626,1.0,1.0,1.0213815789473686,0.3006571749386753,1.2472677562958154,-0.41575591876527185,0.582058286271377,0.582058286271377,1.5798724913080318,1.5798724913080318,0.582058286271377,0.582058286271377,0.582058286271377,-0.7483606537774881,-0.7483606537774881,0.582058286271377,0.582058286271377,-0.41575591876527185,-0.41575591876527185,-1.7461748588141428,-1.7461748588141428,-0.08315118375305555,-1.0809653887897104,-1.0809653887897104,5226.0,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0,1650.0,0.0,10208.0,3158.0,38.0,1157.0,1021.0
15,1.0855263157894737,0.9210526315789475,0.47436538420006996,1.057947813375998,1.0,1.0,1.019078947368421,0.2954033816575849,-0.3046681439291073,0.7108923358346017,0.7108923358346017,1.7264528155983165,1.7264528155983165,0.7108923358346017,0.7108923358346017,0.7108923358346017,-0.6431883038503435,-0.6431883038503435,0.7108923358346017,0.7108923358346017,-0.3046681439291073,-0.3046681439291073,-1.6587487836140586,-1.6587487836140586,0.033852015992129045,-0.9817084637715859,-0.9817084637715859,-0.9817084637715859,5813.0,994.0,0.0,40.0,0.0,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0,1650.0,0.0,10208.0,3158.0,38.0,1157.0,1021.0,285.0
16,1.081081081081081,0.9324324324324325,0.36796768944560676,1.0896064363165034,0.9866666666666667,1.0724637681159421,1.0445945945945945,0.3330876287421262,0.7205311134080165,0.7205311134080165,1.6211950051680382,1.6211950051680382,0.7205311134080165,0.7205311134080165,0.7205311134080165,-0.48035407560533894,-0.48035407560533894,0.7205311134080165,0.7205311134080165,-0.18013277835200012,-0.18013277835200012,-1.3810179673653609,-1.3810179673653609,0.12008851890133873,-0.7805753728586831,-0.7805753728586831,-0.7805753728586831,-1.9814605618720385,994.0,0.0,40.0,0.0,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0,1650.0,0.0,10208.0,3158.0,38.0,1157.0,1021.0,285.0,9511.0
17,1.1428571428571428,0.9857142857142858,0.29364537440985417,1.164068174694949,0.9523809523809524,1.0144927536231882,1.0982142857142858,0.46097722286464415,0.7050239879106314,1.3558153613666017,1.3558153613666017,0.7050239879106314,0.7050239879106314,0.7050239879106314,-0.16269784336399065,-0.16269784336399065,0.7050239879106314,0.7050239879106314,0.05423261445466484,0.05423261445466484,-0.813489216819961,-0.813489216819961,0.2711630722733203,-0.37962830118265,-0.37962830118265,-0.37962830118265,-1.247350132457272,-2.9827937950065238,0.0,40.0,0.0,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0,1650.0,0.0,10208.0,3158.0,38.0,1157.0,1021.0,285.0,9511.0,1956.0
18,1.1347517730496455,0.9787234042553192,0.260585811142365,1.160577049306215,0.9860139860139859,1.0071428571428571,1.0847517730496454,0.5345681976088147,1.3188214397219002,1.3188214397219002,0.7576208270742805,0.7576208270742805,0.7576208270742805,0.009353343544125115,0.009353343544125115,0.7576208270742805,0.7576208270742805,0.19642021442666396,0.19642021442666396,-0.5518472691034947,-0.5518472691034947,0.3834870853092028,-0.17771352733841705,-0.17771352733841705,-0.17771352733841705,-0.9259810108685724,-2.4225159779288896,-2.235449107046351,40.0,0.0,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0,1650.0,0.0,10208.0,3158.0,38.0,1157.0,1021.0,285.0,9511.0,1956.0,10235.0
19,1.1428571428571428,0.9428571428571428,0.25355194511642026,1.1683302274115488,0.9523809523809524,1.0606060606060606,1.085357142857143,0.580811591880842,1.3859916214708572,0.8694730047736408,0.8694730047736408,0.8694730047736408,0.180781515844023,0.180781515844023,0.8694730047736408,0.8694730047736408,0.3529543880764274,0.3529543880764274,-0.3357371008531934,-0.3357371008531934,0.525127260308832,0.008608643611615481,0.008608643611615481,0.008608643611615481,-0.6800828453180023,-2.0574658231772442,-1.8852929509448397,-2.0574658231772442,0.0,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0,1650.0,0.0,10208.0,3158.0,38.0,1157.0,1021.0,285.0,9511.0,1956.0,10235.0,14773.0
20,1.1267605633802817,0.9295774647887324,0.3132448676323382,1.1466775606178639,1.0,1.0142857142857142,1.0637323943661974,0.5889106803868343,1.0103399714353367,1.0103399714353367,1.0103399714353367,0.33111982257124595,0.33111982257124595,1.0103399714353367,1.0103399714353367,0.5009248597872686,0.5009248597872686,-0.1782952890768252,-0.1782952890768252,0.6707298970032913,0.1613147853552202,0.1613147853552202,0.1613147853552202,-0.5179053635088706,-1.8763456612370584,-1.7065406240210357,-1.8763456612370584,-1.536735586805013,2740.0,0.0,0.0,81.0,0.0,39.0,1791.0,1650.0,0.0,10208.0,3158.0,38.0,1157.0,1021.0,285.0,9511.0,1956.0,10235.0,14773.0,2441.0
